epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
13,7383.7,0.85896,0.48065,0.00167,0.92526,0.82886,0.88055,0.79654,0.73195,0.68895,0.00186,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
14,7946.01,0.84123,0.45762,0.00163,0.92137,0.81987,0.87761,0.79553,0.72922,0.70954,0.00186,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
15,8506.9,0.83737,0.44956,0.00165,0.93187,0.80767,0.8711,0.79175,0.71762,0.78012,0.00181,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
16,9067.5,0.83212,0.44728,0.00161,0.9114,0.80137,0.86846,0.78761,0.7278,0.71776,0.00179,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
17,9626.36,0.83161,0.43692,0.0016,0.91826,0.82556,0.88114,0.80614,0.70596,0.72428,0.00176,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
18,10187.3,0.81383,0.42665,0.00155,0.92629,0.79848,0.867,0.78444,0.73925,0.69985,0.0018,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
19,10747.3,0.8064,0.40559,0.00155,0.93132,0.82203,0.87637,0.7969,0.72804,0.77669,0.00183,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
20,11308.8,0.80548,0.40418,0.00154,0.9233,0.82034,0.88039,0.80446,0.71118,0.76774,0.00181,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
21,11865.9,0.79412,0.39612,0.00154,0.91427,0.82497,0.8767,0.8007,0.71063,0.71343,0.0018,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
22,12425.4,0.79356,0.39335,0.00151,0.94341,0.83745,0.88614,0.80981,0.72422,0.69021,0.00192,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
23,12986.9,0.7752,0.37566,0.00148,0.92958,0.83347,0.88269,0.80966,0.70601,0.72827,0.00183,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
24,13547.4,0.76583,0.36638,0.00146,0.95487,0.80284,0.88286,0.80728,0.70919,0.75454,0.00182,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
25,14108.9,0.75514,0.35651,0.00144,0.92293,0.80676,0.87828,0.80264,0.6938,0.75656,0.00172,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
26,14671.6,0.76276,0.36564,0.00142,0.91882,0.83348,0.87668,0.80317,0.73981,0.73185,0.00196,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
27,15232.5,0.74952,0.35875,0.00141,0.95104,0.82876,0.88487,0.80724,0.68402,0.67449,0.00171,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
28,15793.3,0.75036,0.35135,0.00142,0.946,0.82046,0.88183,0.81149,0.70909,0.77614,0.00178,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
29,16354.9,0.73261,0.33858,0.00138,0.94129,0.82303,0.88334,0.81162,0.69285,0.72966,0.00171,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
30,16915.6,0.73388,0.33517,0.00143,0.92195,0.83272,0.8895,0.81401,0.68976,0.67953,0.00172,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
31,17476.3,0.73415,0.34194,0.00141,0.94917,0.81943,0.88482,0.81364,0.68797,0.68281,0.00173,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
32,18037.1,0.72538,0.33794,0.00136,0.92863,0.83755,0.88845,0.81536,0.67429,0.66365,0.00166,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
33,18597.9,0.73687,0.34462,0.0014,0.94394,0.83473,0.891,0.81729,0.6944,0.68174,0.00176,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
34,19159,0.71628,0.32953,0.00136,0.94692,0.82761,0.8883,0.81922,0.69033,0.71779,0.00178,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
35,19720.6,0.71713,0.33327,0.00134,0.95377,0.83053,0.89573,0.8239,0.68052,0.67543,0.0017,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
36,20282.1,0.71571,0.33194,0.00136,0.9453,0.83765,0.89185,0.82118,0.68283,0.68073,0.0018,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
37,20843.7,0.70479,0.32347,0.0013,0.93175,0.83813,0.88863,0.81584,0.68063,0.68255,0.00174,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
38,21405.5,0.71169,0.32704,0.00132,0.94584,0.82534,0.88986,0.8194,0.6759,0.67013,0.00167,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
39,21966.6,0.7,0.31247,0.00131,0.9515,0.8301,0.8875,0.81557,0.67283,0.70852,0.00165,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
40,22528.4,0.69459,0.31466,0.00131,0.94423,0.84248,0.89179,0.82279,0.67949,0.68533,0.00169,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
41,23088.7,0.69758,0.30794,0.0013,0.95174,0.82367,0.88603,0.81444,0.66593,0.67955,0.00164,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
42,23648,0.68373,0.3041,0.00128,0.94512,0.82994,0.88462,0.81448,0.67168,0.69617,0.00168,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
43,24208.7,0.69389,0.30883,0.00133,0.95562,0.82475,0.88765,0.8176,0.67442,0.68573,0.00175,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
44,24771.8,0.68354,0.30776,0.0013,0.95252,0.83492,0.89041,0.82282,0.6655,0.68494,0.00165,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
45,25332.7,0.68063,0.30958,0.00128,0.94442,0.82588,0.8896,0.82241,0.67488,0.69944,0.00168,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
46,25894.9,0.6797,0.3018,0.00125,0.94523,0.83316,0.8897,0.82177,0.67372,0.71849,0.00165,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
47,26456.3,0.6766,0.2956,0.00127,0.96146,0.82064,0.89083,0.82386,0.67543,0.71243,0.00167,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
48,27018,0.66968,0.29351,0.00125,0.95019,0.82344,0.89111,0.82287,0.6671,0.68934,0.00166,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
49,27577.3,0.65702,0.28955,0.00124,0.94487,0.83222,0.89221,0.82342,0.66138,0.68645,0.00165,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
50,28137.7,0.65467,0.2867,0.0012,0.95401,0.82669,0.89132,0.82424,0.66748,0.6914,0.00164,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
51,28698.1,0.65075,0.28265,0.00119,0.94339,0.82925,0.88958,0.82221,0.67532,0.69019,0.00167,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,29258.7,0.6468,0.28435,0.00119,0.9537,0.82559,0.89016,0.82044,0.66993,0.68355,0.00165,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
53,29819.9,0.65685,0.28234,0.00123,0.94885,0.83261,0.8905,0.82253,0.67681,0.67338,0.00169,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
54,30379.5,0.64502,0.27736,0.00117,0.94834,0.83352,0.88955,0.8204,0.67281,0.68301,0.00168,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
55,30939.4,0.64996,0.28148,0.00119,0.9564,0.82948,0.89029,0.8227,0.66525,0.66847,0.00169,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
56,31500.9,0.64881,0.27978,0.00118,0.95272,0.83151,0.89076,0.8225,0.6554,0.68973,0.00167,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
57,32060.6,0.64137,0.28061,0.0012,0.94571,0.83036,0.88986,0.8228,0.66425,0.69283,0.00171,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
58,32620.6,0.64276,0.28054,0.00119,0.95223,0.83028,0.89163,0.82291,0.66589,0.70194,0.00166,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,33181.3,0.63114,0.27293,0.00118,0.94415,0.8281,0.88974,0.82221,0.66377,0.70906,0.00166,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,33742.4,0.61939,0.26649,0.00114,0.93951,0.83505,0.89102,0.82331,0.66031,0.68605,0.00164,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,34304.6,0.62969,0.26793,0.00116,0.93297,0.83751,0.89177,0.82455,0.65318,0.69429,0.00166,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,34864.3,0.62342,0.26554,0.00113,0.95506,0.83209,0.8923,0.82622,0.65713,0.69619,0.00163,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,35425.7,0.62502,0.27002,0.00117,0.95001,0.83442,0.8907,0.82448,0.65175,0.68778,0.00161,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,35985.6,0.61857,0.26721,0.00114,0.94598,0.83265,0.89088,0.8249,0.65072,0.69133,0.00161,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,36546.9,0.61639,0.25939,0.0011,0.95338,0.82971,0.89337,0.82654,0.64852,0.68417,0.00161,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,37108.7,0.6182,0.26525,0.00112,0.95408,0.82702,0.89258,0.8254,0.64783,0.67072,0.00161,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,37668.8,0.61355,0.26374,0.0011,0.95354,0.8307,0.89371,0.82734,0.64641,0.67522,0.0016,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,38230.2,0.6194,0.25831,0.00111,0.95398,0.82621,0.89196,0.82656,0.64501,0.68576,0.0016,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,38790.8,0.61487,0.2625,0.00112,0.95154,0.82261,0.89183,0.82652,0.64307,0.68384,0.0016,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,39353.1,0.60809,0.26141,0.00111,0.95577,0.82202,0.89364,0.82849,0.64794,0.68817,0.00162,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,39914.9,0.60514,0.25383,0.00111,0.96772,0.81011,0.89405,0.82848,0.64759,0.68815,0.00162,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,40474.6,0.60245,0.25917,0.0011,0.94978,0.82809,0.89466,0.82946,0.64527,0.68554,0.0016,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,41037.2,0.59555,0.25511,0.00111,0.94996,0.82812,0.89329,0.82862,0.64743,0.6891,0.00161,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,41598.7,0.58083,0.23836,0.00106,0.95362,0.82431,0.89345,0.82837,0.64663,0.68958,0.00159,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,42159.7,0.58842,0.25025,0.00106,0.94193,0.8177,0.8916,0.82687,0.64452,0.68919,0.00159,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,42722.1,0.57933,0.2426,0.00105,0.94887,0.82231,0.89072,0.82624,0.64514,0.68392,0.00158,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,43283.8,0.58587,0.24372,0.00105,0.95131,0.82109,0.89172,0.82587,0.6454,0.67904,0.00159,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,43845.7,0.5811,0.23869,0.00104,0.95438,0.82068,0.89114,0.82591,0.64665,0.67722,0.00159,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,44407.4,0.59539,0.24625,0.00108,0.95476,0.81928,0.88992,0.82459,0.6474,0.67481,0.00159,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,44970,0.57488,0.24184,0.00103,0.96012,0.81575,0.88953,0.82534,0.64399,0.67963,0.00158,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,45529.9,0.57507,0.24608,0.00106,0.95728,0.82108,0.8896,0.82528,0.64096,0.67717,0.00157,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,46090.6,0.57674,0.24426,0.00106,0.94188,0.83066,0.88975,0.8261,0.6414,0.67928,0.00158,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,46651.8,0.57084,0.2385,0.00103,0.94137,0.83157,0.8908,0.82681,0.64189,0.68029,0.00157,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,47213.9,0.57016,0.24192,0.00103,0.96601,0.8154,0.89105,0.82749,0.64214,0.68238,0.00158,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,47775.6,0.57189,0.23549,0.00103,0.9405,0.83168,0.89145,0.82802,0.64413,0.68168,0.00159,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,48337.5,0.56724,0.23176,0.00101,0.92781,0.83257,0.8914,0.82791,0.6437,0.68244,0.00159,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,48897.7,0.57013,0.24212,0.00103,0.93308,0.83357,0.89117,0.82701,0.64379,0.68272,0.00159,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,49458.4,0.57045,0.2378,0.00099,0.9607,0.81352,0.89145,0.82744,0.644,0.68203,0.00159,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,50020.4,0.5602,0.23547,0.00099,0.96481,0.81392,0.89106,0.82637,0.64271,0.68595,0.00159,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,50580.1,0.55086,0.22807,0.00099,0.95382,0.81563,0.89118,0.82717,0.64269,0.68747,0.00159,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,51139.4,0.55608,0.23196,0.00103,0.96403,0.81473,0.89102,0.8269,0.64146,0.69164,0.00158,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,51700.8,0.54346,0.23042,0.00097,0.96192,0.81351,0.89074,0.82654,0.64112,0.69469,0.00158,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,52262.3,0.54902,0.23042,0.00096,0.96143,0.81516,0.89013,0.82584,0.64149,0.69307,0.00158,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,52823.2,0.55334,0.23282,0.00101,0.94365,0.82932,0.8904,0.82614,0.64138,0.69443,0.00158,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,53383.5,0.54257,0.22388,0.00098,0.94303,0.82789,0.89034,0.82601,0.64407,0.70128,0.00161,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,53945.4,0.54189,0.22564,0.00096,0.95695,0.817,0.89054,0.82598,0.64282,0.70269,0.00161,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,54505.4,0.54093,0.22041,0.00098,0.96189,0.81409,0.88987,0.82514,0.64324,0.70509,0.00161,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,55066.4,0.54503,0.22496,0.00096,0.9454,0.82824,0.89041,0.82552,0.6431,0.7095,0.00161,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,55626,0.53404,0.21959,0.00095,0.93064,0.83491,0.89049,0.82574,0.6441,0.70645,0.00161,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,56186.5,0.53072,0.22125,0.00093,0.95741,0.81528,0.89002,0.82532,0.64473,0.70996,0.00161,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,56745.1,0.53313,0.21822,0.00094,0.93274,0.83392,0.88931,0.82496,0.64528,0.71186,0.00161,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,57304.7,0.52251,0.2129,0.00093,0.93812,0.83044,0.88983,0.82534,0.64279,0.70762,0.00157,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,57864.9,0.52388,0.21183,0.00093,0.93965,0.83061,0.88997,0.82548,0.64306,0.69909,0.00157,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,58425.9,0.52747,0.21507,0.00093,0.9389,0.83101,0.88988,0.82546,0.64266,0.70513,0.00157,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,58987.7,0.51568,0.20842,0.00089,0.93888,0.83097,0.88963,0.82494,0.64263,0.70495,0.00157,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,59547.6,0.5203,0.21479,0.00092,0.93937,0.83082,0.88944,0.82486,0.64256,0.70811,0.00157,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,60107.9,0.51412,0.21405,0.0009,0.93623,0.8327,0.88907,0.82406,0.64777,0.71749,0.00162,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,60668.3,0.51697,0.21355,0.00092,0.93468,0.83321,0.889,0.82386,0.64876,0.72061,0.00162,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,61228.3,0.50766,0.20872,0.00092,0.94661,0.83027,0.88892,0.82415,0.64776,0.72086,0.00162,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,61788.3,0.50054,0.20378,0.00089,0.94542,0.83092,0.88944,0.82458,0.64695,0.72242,0.00162,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,62349.4,0.50835,0.20605,0.00089,0.94689,0.82882,0.88936,0.82431,0.64784,0.72413,0.00161,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,62910.9,0.51157,0.21155,0.00089,0.9449,0.83123,0.88911,0.82382,0.64734,0.72729,0.00162,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,63470.8,0.50183,0.20787,0.00087,0.9451,0.83102,0.88928,0.82401,0.64845,0.72237,0.00162,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,64031,0.50785,0.20917,0.00089,0.95721,0.82246,0.88921,0.82365,0.64922,0.72369,0.00162,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,64590.7,0.49912,0.21047,0.00089,0.92957,0.8363,0.88872,0.82404,0.64758,0.72892,0.00162,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,65152.4,0.49779,0.20378,0.00085,0.93972,0.83047,0.88767,0.82314,0.64645,0.72445,0.00161,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,65713.3,0.48473,0.20361,0.00086,0.95308,0.81909,0.88775,0.82318,0.64661,0.72286,0.00162,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,66272.7,0.49484,0.20247,0.00084,0.9525,0.81844,0.88747,0.82312,0.64721,0.72832,0.00162,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,66834.3,0.48894,0.20335,0.00083,0.95151,0.82024,0.88688,0.8222,0.64819,0.72886,0.00162,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,67395.1,0.47852,0.19791,0.00084,0.95372,0.81968,0.88737,0.82244,0.64757,0.72965,0.00162,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,67955.3,0.47348,0.1887,0.00082,0.93298,0.8337,0.88719,0.82247,0.6477,0.72844,0.00161,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,68516.9,0.47689,0.19347,0.00082,0.93384,0.8331,0.88724,0.82287,0.6481,0.7329,0.00162,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,69079.3,0.4804,0.19558,0.00084,0.93657,0.83227,0.88686,0.82275,0.64879,0.7375,0.00162,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,69639.7,0.47889,0.18993,0.00083,0.93748,0.8323,0.88706,0.82264,0.64748,0.7405,0.00161,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,70200.1,0.46562,0.18799,0.00083,0.95036,0.82692,0.88574,0.82154,0.64679,0.74449,0.00161,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,70761.8,0.47252,0.19289,0.00083,0.95056,0.82699,0.8857,0.8215,0.64731,0.75022,0.00161,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,71322.1,0.47358,0.19042,0.00081,0.94935,0.82758,0.88599,0.82187,0.64691,0.75233,0.00162,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,71883.6,0.45955,0.18956,0.00081,0.95908,0.81396,0.88585,0.82159,0.6484,0.75125,0.00162,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,72446.6,0.46484,0.18746,0.00079,0.95348,0.82421,0.88639,0.82228,0.64835,0.75547,0.00163,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,73009.2,0.4614,0.18685,0.00078,0.94973,0.82643,0.88583,0.82213,0.64794,0.7578,0.00163,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,73569.6,0.45131,0.18495,0.00078,0.94069,0.82835,0.88507,0.82074,0.64717,0.75522,0.00161,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,74131.3,0.45298,0.18202,0.00078,0.95594,0.81338,0.88522,0.82019,0.64664,0.75825,0.00161,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,74695.9,0.44988,0.18269,0.00076,0.93768,0.82699,0.8848,0.81982,0.64626,0.75723,0.0016,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,75258.8,0.45425,0.18383,0.00078,0.95454,0.82015,0.88496,0.82045,0.64601,0.75624,0.0016,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,75819.1,0.44423,0.17822,0.00076,0.94627,0.82341,0.88435,0.81926,0.64677,0.76024,0.0016,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
