x,y
77.73690346538793,-7.26962467791787
78.22338087307098,-7.406767629112842
78.6402947862618,-7.480341384628634
79.22308252056551,-7.607602082889462
79.7798138160285,-7.725611025067539
80.48781911499675,-7.8889048362891545
81.20962831228461,-7.977305733862232
81.95302737499914,-8.0775406924501
82.66046257445397,-8.246121168254735
83.27251956375518,-8.598480182639058
83.89362965700353,-8.997752528960216
84.37336443009923,-9.263002217975833
85.27388019897866,-9.086190276708377
86.23961340230534,-8.979202443851086
86.93197569685049,-9.144460556529861
87.74216879266274,-9.140520517299011
88.2579567086783,-9.411310252561943
88.95232747525543,-9.655327487001417
89.5578567765874,-9.839054595269142
90.62532863312886,-9.850088113955124
91.4403433029029,-9.944095312958758
92.17499082087596,-9.961602947465575
92.90105929906952,-10.071116937808997
93.51879697382533,-10.107229605773199
94.12848547693287,-10.251723335377694
94.93120773471084,-10.245699269861257
95.54567314206787,-10.275243349280636
96.1679375185183,-10.384619526083819
96.92112572204054,-10.390352618135086
97.64929716626129,-10.559286741908554
98.23710809224194,-10.628312975035051
99.0681424506036,-10.835156393865944
99.7176739608559,-10.914793443040873
100.47267177697168,-11.031808096041424
101.24405208194565,-11.056467661301483
101.83175419415954,-11.15074657955491
102.51206712193526,-11.264652979181172
103.30358403017394,-11.304731100274427
104.12029526248324,-11.31124453040913
104.85637933059543,-11.480194583138955
105.68936344982326,-11.52467644915625
106.40482278504129,-11.607458347880954
107.24658145997527,-11.702206737342376
107.98900253300056,-11.752897089442772
108.80318321400448,-11.915115293327903
109.65304185992385,-11.97427123754535
110.35201376964605,-12.136419246383511
110.85276080671743,-12.205072973975456
110.91905918176226,-12.251122231809127
111.66069615447408,-12.044352320560133
112.47550631318443,-12.041203125915965
113.46069506253752,-12.115583742516398
114.4159313715088,-12.216278234216391
115.2888174415424,-12.245949089696564
116.21595778247324,-12.465560003568013
117.30328447636201,-12.557380259669266
118.34013225693042,-12.538471387342032
119.33676331498461,-12.669493882423817
120.4140671558095,-12.847101486920431
121.62387817588349,-13.034489491989074
122.7128875272649,-13.12913145303295
123.75999814814982,-13.341587958021325
124.74683306725606,-13.57795068777157
125.8299810699832,-13.726767705684097
126.78733764022184,-13.845996016243543
127.8779984772662,-14.112866305735627
128.80558273312656,-14.199567086164581
129.66653571711754,-14.254244366103233
130.49863501683944,-14.377079056807565
131.08971131169378,-14.363917461986686
132.20563770926447,-14.663726328247208
132.88166564564978,-14.660465970312844
133.61007534611562,-14.742518333082774
134.36117104350816,-14.906893123535301
134.6864208989521,-14.591140088317708
135.53308334502628,-14.579629631594234
135.09029954743212,-15.064094565389855
133.67362599450374,-15.386740329421215
133.46616247250634,-15.850595341094001
133.74813208173072,-15.856763611004085
134.16771401752325,-16.00772105571929
135.13159449174185,-16.03454957739669
135.88317827534004,-16.172716971267732
136.8069026171799,-16.05832845049521
137.3580712920396,-15.988481348880093
137.5456057273036,-15.656114865953562
138.2444338212903,-15.819885880265005
139.17296839562908,-16.010594968770693
140.04505525966124,-16.046756751827765
140.49379042161735,-15.917644139675268
141.1929753213608,-15.967918989685845
141.81958440917145,-16.141804002500773
142.49843379344094,-16.3439001813314
143.0889939634388,-16.33167796808089
143.62403773963217,-16.56593974986213
143.9370330608095,-16.691959409631934
144.54967382534534,-16.85101704417375
144.97689477479977,-16.883653805951102
145.2309303705297,-17.13175744529949
145.81418541459428,-17.25445715967415
146.67404811146895,-17.35913715422245
147.45320471762258,-17.455467751967063
148.19535883379757,-17.55376121274863
149.08346172973125,-17.71897335414413
149.7258223349563,-17.762025957070243
150.36482597066262,-17.757785046845477
150.8761857694635,-17.796215250173606
151.53414540483726,-17.884297038966082
152.08850942192112,-17.96658832232755
152.67527918134311,-18.023220618976897
153.39271588635648,-18.103698927680693
154.0867325525697,-18.193927258876577
154.84000516073553,-18.261287159867358
155.49530948121432,-18.33125714835863
156.25640331293164,-18.387399931042793
156.71286803847687,-18.35864611164677
157.3411659787627,-18.357192840222286
158.23238005149594,-18.47535390376554
158.8657014580609,-18.584264746264605
159.49929885004113,-18.65190279314701
159.90723110626288,-18.814262303262367
160.21142894131896,-18.930814529631828
160.88926524749382,-18.986970062441173
161.48482976828316,-19.118660895537648
162.06491212940986,-19.15645284366485
162.55292885668962,-19.256884401269822
163.06372368941265,-19.30673118261172
163.45028946883926,-19.344597526486144
164.01261922474404,-19.322721967332964
164.6272726866867,-19.494501304090186
165.15115403227006,-19.6288509733955
165.76008988853098,-19.70330387583066
166.36524783379528,-19.790192252069097
167.06896857035247,-19.852162900843865
167.75461809877714,-19.968882876553078
168.3211291964301,-19.985179420567533
168.89687786495958,-20.10923279323931
169.47649141638885,-20.238095896003
169.99796372800927,-20.198638022824888
170.67244046874387,-20.292153892801917
171.30429778894316,-20.374520185469116
171.80937567689233,-20.31709301571819
172.21760898264446,-20.30057722224898
172.66250073569734,-20.2429606588162
173.2147594950719,-20.18588302838229
173.7738110271911,-20.348740210165776
174.3318852552996,-20.4646758228059
174.86058845079236,-20.53502405041916
175.2422646961307,-20.58811272873254
175.52333535150083,-20.601157903829833
175.74050917632655,-20.659445119479734
175.87728307797025,-20.699060798291182
175.97427915565106,-20.72905268692971
176.0147548776997,-20.726341645759526
176.05056312159854,-20.651897061683833
176.11251286023838,-20.535283110710466
176.10012075930038,-20.26291231823346
176.11850601601046,-20.008151386147777
176.11603935709087,-19.780787896382524
176.12545305321552,-19.37914462686875
176.1037993651395,-19.0908032433136
176.05194243187321,-18.792600939575202
175.9718167378728,-18.287515987192453
175.99826477479934,-17.695414342049165
175.9163410413724,-17.178497808845066
175.92479118651727,-16.509146506727046
175.7390532518401,-15.441561784666229
175.57812949356617,-14.552267824032207
175.46076789160264,-13.814232478856583
175.3303335146296,-13.099141854624989
175.1816563420836,-12.195831590279074
174.9685184779058,-11.008717342359327
174.84581500831044,-10.448722603252149
174.63982897375345,-9.452168943734824
174.60169551864024,-9.228882597188463
174.81914213108857,-9.621323994099413
174.65694109966782,-8.812289020518266
174.4892329747622,-8.710584724633861
174.2235119342217,-10.989989017619331
173.98224037240345,-9.622570158318238
173.99530453229497,-8.681558496739896
173.77385160914812,-7.42866977779007
173.5116723085243,-6.312870972595565
173.17340874998249,-4.816567774240173
172.70460709157507,-3.198814256074982
172.63643235540454,-1.9991966838121265
172.50162751401723,-0.5939496236436561
172.22778519177425,0.8672211718314493
171.9955617252996,1.8796081239059994
171.6705581103193,3.4835218091422533
171.31893075248703,4.703886584028297
171.18504632819077,5.530859673458313
171.01328874586204,6.833084164675846
170.75518161293863,7.448464942421985
170.80169808115025,8.43596480270002
170.5057285707336,8.682771815484024
170.3643443897841,9.770134599332568
170.2948408598356,10.848549527267775
170.21552550014874,11.884063961342772
170.21974286371986,12.675235212674842
170.51292404040547,13.31398075996023
170.14219244699748,14.64391379693782
170.35526934289135,15.265900018702187
170.2430790139563,16.256784524841702
170.05838723785905,17.27180786079851
169.66098911730325,18.269883214311925
169.46570003463867,18.965417224795807
169.43313711332362,19.707228902055597
169.40545037218135,20.60293011406451
169.2437606494954,21.404554087071272
169.235411110526,22.19652992073883
169.21173667396374,22.981789801055893
169.09168031822048,23.62653544630569
168.9472348409247,24.413373814873495
168.87951135591987,25.18150250140615
168.7442877975864,25.77846448104787
168.73827128084992,26.43188646359268
168.62249704163702,27.089137935236913
168.57937029391374,27.715306044532433
168.537912952078,28.267665264723135
168.40844861079668,28.761976289474593
168.29746608442284,29.34570030704309
168.22610662675484,29.955097208341815
168.21662340513478,30.531157071349416
168.09540634880693,31.10565520827672
168.1099450591498,31.69296614217616
167.96568965488004,32.202592982940615
168.024286077282,32.77036735685999
167.91552016679367,33.285802435939125
167.86520985169793,33.86885849892786
167.7873495032315,34.458511777547685
167.7158979867531,34.75275878398436
167.64840181586902,35.36211285322682
167.58792914848738,35.89193411453398
167.63763585391573,36.45653804864463
167.5787094746073,37.04920260688688
167.53475547969433,37.5527968296362
167.57110146786587,38.09816323450461
167.5611267030966,38.66994910147895
167.64043034440675,39.084834510954266
167.64150307197215,39.59919636013498
167.62125887261502,40.119003276129476
167.5346823720075,40.63881668901909
167.4418974812054,41.15173005387657
167.41540526665486,41.60483089344848
167.37613019639278,42.162819321506134
167.3632416798079,42.662763108471566
167.24589911048056,43.19867634634827
167.1187367628267,43.644260146731924
167.09155247125,44.029264061055756
167.0567349232387,44.416198144506225
167.02529431086157,44.62255413766378
167.03570066796067,45.07582192037327
167.0113966594384,45.503391598107086
166.94276780137707,45.83967109676556
166.86827943836934,46.38682756727898
166.82115610834646,46.7381821882549
166.77964888167728,46.98663513285963
166.73908390801984,47.08993240141174
166.7196536265596,47.331949381987954
166.6768284305171,47.63212873405644
166.63188300622565,47.9567000086936
166.60925197174362,47.993936471697424
166.5858620268385,48.03129468687965
166.56107962997595,48.136491175702545
166.55569347239506,48.126940830376924
166.5338440718873,48.14974429734887
166.47197712281692,48.17573375660379
166.3931924543553,48.230533858068156
166.2345072779589,48.30864908230109
166.00240107518036,48.218536476291234
165.6722875918314,48.20144227273796
165.29567586684536,48.3348364592631
164.81358669339227,48.285505776340536
164.3403053099838,48.3018652379065
163.71942691540454,48.36368392570445
162.97477686443128,48.60933970520555
162.272815115354,48.591399135892814
161.5389162602942,48.546238910429615
160.8166236355392,48.20004697368109
159.87141061872157,48.51723070084144
158.95587032094943,48.641479660266114
158.30670993440705,48.86543293991859
157.53521784465286,49.16020792713927
