x,y
4.8629700141245955e-12,8.692077211683779e-12
-0.003963990063164393,-0.004165565818241589
-0.0062952903325020244,-0.004277240087963071
-0.011205512371297476,-0.001720875408808699
-0.014236149093973062,-0.001655531426673964
-0.014328826822771108,-0.0016750985882430813
-0.014311866222292321,-0.001657381077987164
-0.0143386074002664,-0.0016212517130983553
-0.015254409696328805,-0.0011885155535793623
-0.016464695760597156,-0.0002611524211978992
-0.01618131448557438,0.00016573607443817837
-0.01898918685020051,0.0057945569171902345
-0.02109980839329067,0.007425762871500935
-0.027964089885326962,0.009516545855310726
-0.031579858544296645,0.01048590953633779
-0.0389958127813673,0.010008684660688973
-0.041770023620540116,0.01004173454473626
-0.03758878400705308,0.008932631723662734
-0.018331560836588455,0.005728373036216785
0.020034417696739852,0.00042660366947712067
0.07561301594610315,-0.009297357586627314
0.14866811725731993,-0.020307974978514214
0.25054635888316046,-0.035129940345282114
0.3806205643782027,-0.052051306334090525
0.5448159949286324,-0.07225510432585175
0.7417210774143965,-0.09570810690907217
0.9740571341075015,-0.15409862509548203
1.243662867089285,-0.18528003847628519
1.5398578427921783,-0.24119985435592448
1.8921985018365035,-0.2858880277765677
2.3144088615531047,-0.33098783597395126
2.7510564028355606,-0.3789550348101977
3.229200132354408,-0.4291260352287764
3.7551108481233855,-0.4870618516657437
4.306827943081774,-0.5641415177304822
4.903744047151287,-0.6303385788392819
5.535565859802813,-0.7024896405657227
6.193348061701345,-0.7814789188764198
6.888521095631897,-0.8579298189321127
7.547282782660644,-0.9216806463858289
8.334720523606885,-0.9967594160519029
8.245753622989042,-0.643438830505951
8.412020548497832,-0.795295189918739
9.310388833397472,-1.0277495319000889
10.00507081563193,-0.8892986353385642
10.37275455894778,-0.9469913138814037
10.984006253815814,-0.9772256054475552
11.933575248493602,-1.0216196493204648
12.626774289375291,-0.9966192447346669
13.560949122526397,-1.0925682840292925
14.430715436038207,-1.083801475073325
15.336210191384174,-1.1963208452619876
16.061644342974095,-1.2024553662033468
16.55986276324487,-0.9965106168974296
17.68590254033898,-1.1834731627071295
18.27337643140006,-1.3292882334548834
18.813693784740515,-1.1877847575558997
19.736987395305952,-1.2040769470369432
20.644904185970503,-1.3379615655153556
21.542772341106694,-1.42627297545533
22.42849714138233,-1.5439036673899482
23.103325132225137,-1.6380960630767964
23.572949018588425,-1.397597539765826
24.303122384440467,-1.4338569801523704
25.078022117231384,-1.4657374283414728
25.863643066942945,-1.3599084865713915
26.602632395257782,-1.2152799776135996
27.455086693122098,-1.4292183830723406
28.212640144893147,-1.480359166342598
28.893919167826223,-1.5181919124727115
29.270993020935695,-1.7256282941240215
30.156074541882873,-1.7866085932905174
31.102673884511855,-1.9437544567434037
31.99473681455448,-1.9943261336090794
32.811380963956516,-2.118052139429357
33.58279040397394,-2.2317285214822893
34.43388914996392,-2.3298176590396507
35.50334795233053,-2.470325585220973
36.316550166351675,-2.599108945038813
37.031562117770456,-2.661979485514616
37.75197342732748,-2.774250332498023
38.52552342421736,-2.86166471285178
39.433890786566344,-2.8891730195028833
40.21434324072183,-3.021133431061584
40.9713558476301,-3.1501517433385455
41.57145403758123,-3.2486498841980676
42.29930440663812,-3.323441502340736
43.01164238923655,-3.485879421940224
43.725435960737066,-3.5992219121856763
44.336365625295386,-3.7301835600462363
44.99568347220605,-3.73942978161256
45.34406460279411,-3.903914377564967
45.90377801143296,-4.0705418281702475
46.489769799676274,-4.178304507805546
47.139018202902136,-4.216904595367057
47.60603240538908,-4.331539669476663
48.244423514473084,-4.47205985787239
48.74505633495054,-4.524820167774642
49.28400334472707,-4.553941808017666
49.836192686844264,-4.554159924311147
50.33330080015299,-4.593968749422051
50.8425479920759,-4.616713819830293
51.384346749431536,-4.675651570572047
51.888190082650034,-4.735690016225201
52.37480317142118,-4.796295371249098
52.90529322900781,-4.900450600018481
53.37129571668172,-4.966216686280156
53.90172903910266,-4.953099612735898
54.49251003280926,-5.246273454242108
54.92213393482023,-5.279680902738768
55.475470166754064,-5.3103952987966245
56.00349937197576,-5.326424953986917
56.48711433250253,-5.331080148502526
56.99374620852891,-5.388542831633718
57.43640477118249,-5.413649680684911
57.794811058345644,-5.51711151971647
58.27093441163284,-5.565114736810636
58.72698585221763,-5.606620151627064
59.216928161392296,-5.673548763455525
59.66863464149649,-5.674591170610663
60.02555813947778,-5.668399834531451
60.48840951408413,-5.734952107755364
60.941603008865414,-5.778665747736589
61.31074344880948,-5.775633900900821
61.70961510809912,-5.815407514234586
62.093706863739996,-5.935993238555289
62.58036560708184,-6.002300897941106
63.026268481115224,-5.921750176116714
63.42851995609835,-5.927179150468337
63.85825292166052,-5.989343281916609
64.22242982276151,-5.944026883066157
64.55542878743233,-5.9869268337147945
64.89979205987616,-5.9774971839895255
65.21263215531152,-5.977542540623471
65.5571855218722,-5.934467706974031
65.89418099941389,-5.986253536571924
66.27207341232565,-6.062764546981039
66.73932677779874,-6.065825777170044
67.15518129941029,-6.129152416643562
67.5572286875029,-6.204623878321638
67.95921777423469,-6.242206618980574
68.31743062788189,-6.3024926084189055
68.71283438078862,-6.337055462730033
69.10976684709185,-6.402055125236124
69.49998624935381,-6.436575730256286
69.9633597021789,-6.558749703730489
70.38803399526931,-6.605644697737116
70.73989210379733,-6.636685901481421
71.14223854797552,-6.683828620433109
71.46171458019846,-6.695910514099949
71.86804319183572,-6.809572477695781
72.27607156319293,-6.9265320602670775
72.55853419730883,-6.858541193324422
72.89008987586809,-6.871179157278622
73.28156892478431,-6.916315385006346
73.64740897992178,-6.946133014096689
73.9973733724162,-7.0135059278028145
74.41011134294143,-7.045875175434329
74.80680702018797,-7.088779072874931
75.17332011374633,-7.121048636564401
75.5685538076535,-7.151382666367181
75.9592086072107,-7.189101267988136
76.2827644965675,-7.206208566501841
76.60525035591117,-7.1760909135862985
76.87894502112617,-7.176025079460322
77.33007661896572,-7.209920866858779
