epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,26630,0.44431,0.18162,0.00074,0.98574,0.96686,0.98311,0.93129,0.41877,0.16648,0.00102,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,26964.4,0.44853,0.18374,0.00072,0.98594,0.96787,0.98347,0.93169,0.41792,0.16474,0.00101,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,27297.6,0.44434,0.18017,0.00071,0.98789,0.96048,0.98324,0.93149,0.41749,0.16474,0.00101,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,27633.5,0.43784,0.176,0.0007,0.97185,0.96745,0.98287,0.93106,0.41623,0.16508,0.00101,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,27974.8,0.43445,0.17503,0.0007,0.97685,0.96045,0.98249,0.93054,0.4159,0.16591,0.00101,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,28319.4,0.43464,0.17441,0.00069,0.96082,0.96614,0.98233,0.93034,0.4151,0.16545,0.00101,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,28665.4,0.43378,0.17022,0.00071,0.98897,0.95713,0.98301,0.93113,0.41432,0.16553,0.00101,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,29011.2,0.43129,0.17209,0.00068,0.99099,0.96578,0.98355,0.93184,0.41419,0.16374,0.001,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,29356.4,0.43326,0.17605,0.00071,0.99172,0.96449,0.98358,0.93211,0.41419,0.16399,0.001,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,29701.8,0.42893,0.1767,0.00069,0.98789,0.9677,0.98355,0.93239,0.41362,0.16336,0.001,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,30047.5,0.42645,0.17311,0.00069,0.98473,0.96825,0.98342,0.93255,0.4136,0.16509,0.001,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,30391.7,0.42216,0.17257,0.00067,0.98687,0.96517,0.98348,0.93295,0.41283,0.165,0.001,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,30736.7,0.42224,0.17164,0.00068,0.99218,0.96232,0.98347,0.93311,0.41289,0.16442,0.001,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,31082.8,0.41556,0.16604,0.00066,0.98921,0.96192,0.98333,0.93254,0.41236,0.16553,0.001,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,31430.8,0.41064,0.17015,0.00067,0.99007,0.96327,0.98324,0.93225,0.41226,0.16543,0.001,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,31776,0.40735,0.16684,0.00066,0.99212,0.96159,0.98401,0.93352,0.41143,0.16426,0.00099,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,32119.9,0.4163,0.1692,0.00065,0.99187,0.96521,0.98399,0.93327,0.41063,0.16482,0.00099,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,32466.1,0.40773,0.16584,0.00065,0.98615,0.96756,0.98404,0.93324,0.41035,0.16548,0.00099,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,32812.3,0.40884,0.16666,0.00065,0.98506,0.9668,0.98317,0.93267,0.40942,0.16515,0.00099,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,33158.5,0.39786,0.16329,0.00063,0.98704,0.9649,0.98419,0.93265,0.40888,0.16385,0.00099,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,33503.6,0.39676,0.16531,0.00065,0.98197,0.96412,0.98394,0.93213,0.40861,0.16528,0.00099,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,33850.2,0.39151,0.15894,0.00062,0.98098,0.96482,0.98437,0.9331,0.40849,0.16541,0.00098,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,34196.6,0.39961,0.16611,0.00064,0.99069,0.96296,0.98466,0.93351,0.40828,0.16467,0.00098,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,34543.3,0.3978,0.15744,0.00063,0.991,0.96196,0.98461,0.93372,0.40793,0.16529,0.00098,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,34891.7,0.39165,0.15997,0.00063,0.99118,0.96374,0.98459,0.93386,0.4076,0.16461,0.00098,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,35236.5,0.39212,0.15723,0.00062,0.99049,0.96253,0.98462,0.93343,0.40727,0.16468,0.00098,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,35583.2,0.39166,0.15704,0.0006,0.99029,0.96248,0.98461,0.9333,0.40684,0.16478,0.00098,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,35928.8,0.38489,0.15747,0.00061,0.98604,0.96712,0.9847,0.93361,0.40682,0.16464,0.00098,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,36279.1,0.38828,0.15756,0.0006,0.98779,0.96293,0.98457,0.93432,0.40714,0.16483,0.00098,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,36627,0.38178,0.15578,0.0006,0.99058,0.958,0.98432,0.93389,0.40667,0.16424,0.00098,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,36973.4,0.3835,0.15224,0.00061,0.99051,0.96448,0.98458,0.93393,0.40642,0.1644,0.00098,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,37320.5,0.38004,0.15407,0.00061,0.99053,0.96508,0.98446,0.93335,0.40631,0.16501,0.00098,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,37667.4,0.38328,0.15413,0.00059,0.98742,0.96356,0.98463,0.93354,0.4065,0.16467,0.00098,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,38014,0.37629,0.15415,0.00059,0.985,0.9655,0.9846,0.93357,0.4065,0.16513,0.00098,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,38363.2,0.3712,0.14977,0.00056,0.98614,0.96471,0.9844,0.93366,0.40624,0.16513,0.00098,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,38712.5,0.37032,0.15531,0.00059,0.98785,0.96176,0.98463,0.93394,0.4059,0.16533,0.00098,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,39060.7,0.37848,0.15463,0.00059,0.98886,0.96155,0.98462,0.93354,0.4056,0.16495,0.00098,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,39410.6,0.37229,0.15038,0.00058,0.98931,0.96072,0.98444,0.93389,0.40522,0.16565,0.00098,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,39759.3,0.35711,0.14262,0.00055,0.98883,0.95742,0.98463,0.93377,0.4052,0.1655,0.00098,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,40108.5,0.36072,0.14566,0.00055,0.9784,0.96725,0.98471,0.93358,0.40468,0.16508,0.00098,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,40457.8,0.3668,0.14824,0.00055,0.98881,0.96379,0.9849,0.9341,0.40419,0.16458,0.00098,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,40808.4,0.35663,0.14599,0.00055,0.98911,0.96426,0.98493,0.93429,0.4042,0.16431,0.00098,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,41159.2,0.35813,0.14657,0.00055,0.98854,0.96446,0.98491,0.93449,0.40413,0.16489,0.00098,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,41510.1,0.3572,0.14388,0.00055,0.98765,0.9651,0.98477,0.93422,0.40354,0.16493,0.00098,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,41859.3,0.35564,0.1456,0.00055,0.9898,0.96464,0.9848,0.93512,0.40356,0.16504,0.00098,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,42209.6,0.35704,0.14503,0.00054,0.98981,0.95894,0.98448,0.93483,0.40349,0.16478,0.00098,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,42558.9,0.34823,0.14062,0.00052,0.98761,0.96216,0.98452,0.93487,0.40333,0.1652,0.00098,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,42908.8,0.35374,0.14593,0.00053,0.98501,0.96501,0.98475,0.93479,0.40322,0.16505,0.00098,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,43257.5,0.3415,0.13743,0.00052,0.98177,0.961,0.98453,0.93444,0.40291,0.16483,0.00098,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,43601,0.33777,0.13867,0.00051,0.97943,0.96002,0.98403,0.93408,0.40239,0.16391,0.00098,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,43943.3,0.33261,0.13439,0.00051,0.97949,0.96168,0.98438,0.93442,0.40225,0.16363,0.00098,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,44284.3,0.34177,0.13695,0.00052,0.98001,0.962,0.98435,0.93431,0.40209,0.1636,0.00098,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,44627.6,0.33857,0.1424,0.00051,0.98457,0.96062,0.98424,0.934,0.40175,0.16344,0.00098,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,44968.9,0.34402,0.13796,0.00052,0.98892,0.96174,0.98426,0.93388,0.40189,0.16307,0.00098,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,45310.3,0.33571,0.13694,0.00049,0.98901,0.96199,0.98447,0.9338,0.40174,0.16319,0.00098,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,45652.1,0.33024,0.13409,0.0005,0.98984,0.96409,0.98456,0.93392,0.40164,0.16268,0.00098,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,45993.1,0.33421,0.13774,0.00049,0.98684,0.96403,0.98464,0.9337,0.40141,0.16237,0.00098,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,46332.7,0.33023,0.13198,0.00048,0.9875,0.96315,0.98454,0.93371,0.4016,0.16242,0.00098,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,46673,0.33075,0.13117,0.00048,0.9853,0.96313,0.98455,0.93363,0.40187,0.16295,0.00098,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,47012.5,0.32411,0.13104,0.00049,0.98384,0.96152,0.98404,0.93311,0.40193,0.16363,0.00098,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,47351.8,0.32558,0.13175,0.00047,0.98768,0.95504,0.98407,0.93314,0.40186,0.16363,0.00098,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,47685.9,0.32532,0.13233,0.00047,0.98483,0.96589,0.98441,0.93369,0.40189,0.16338,0.00098,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,48024.2,0.31766,0.12698,0.00047,0.9786,0.96575,0.98446,0.93389,0.40163,0.16419,0.00098,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,48363,0.30029,0.11409,0.00049,0.97751,0.96808,0.9845,0.93364,0.40158,0.16347,0.00098,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,48697.8,0.29785,0.11268,0.00047,0.98533,0.96375,0.98452,0.93384,0.40132,0.16263,0.00098,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,49033.1,0.28449,0.10866,0.00045,0.98845,0.96095,0.98449,0.93307,0.40113,0.1626,0.00098,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,49369.5,0.27997,0.10636,0.00045,0.99135,0.96117,0.9845,0.93298,0.4012,0.16248,0.00098,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,49705.7,0.28782,0.1085,0.00043,0.99139,0.96153,0.98445,0.93283,0.4015,0.16274,0.00098,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,50042.5,0.28104,0.10585,0.00044,0.99231,0.9605,0.98453,0.9328,0.4016,0.16227,0.00098,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,50378.2,0.27773,0.10723,0.00042,0.98687,0.95876,0.98444,0.93283,0.40173,0.16179,0.00098,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,50714.3,0.26862,0.10039,0.00041,0.99203,0.9613,0.98449,0.93274,0.40177,0.16256,0.00098,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,51050.2,0.27621,0.10477,0.00042,0.99067,0.95984,0.98452,0.93289,0.40202,0.16319,0.00098,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,51387.1,0.27335,0.10247,0.00041,0.98795,0.96637,0.98448,0.93273,0.40207,0.16278,0.00098,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
