[0. 0.]
[ 36.68287048 116.12711639]
[ 36.9856369  116.18496399]
[ 37.00796661 116.29736633]
[ 37.13732452 116.22546997]
[ 37.50198822 116.19567108]
[ 37.76340485 116.2020813 ]
[ 38.0972168  116.04403839]
[ 38.36938171 115.95775452]
[ 38.82396088 115.93591919]
[ 39.1452179  115.91621246]
[ 39.45369415 115.93137512]
[ 39.9793808 116.0287674]
[ 40.1858139  116.03908691]
[ 40.75769348 116.06056213]
[ 41.16730652 116.10632172]
[ 41.42779694 116.07043915]
[ 41.67529602 116.09089508]
[ 42.24373016 116.20723877]
[ 42.7882431  116.23302002]
[ 42.79728546 116.2456955 ]
[ 43.24880066 116.25822449]
[ 43.63172302 116.26365814]
[ 43.95284271 116.2730011 ]
[ 44.41969757 116.2337326 ]
[ 44.64769592 116.19801178]
[ 45.06680756 116.28651276]
[ 45.41325684 116.23988495]
[ 45.85119019 116.31095734]
[ 46.43351288 116.30957489]
[ 46.56759338 116.38206329]
[ 46.96708069 116.27158661]
[ 47.35822906 116.28969727]
[ 47.60981445 116.26640015]
[ 48.16048279 116.35307922]
[ 48.64690857 116.58482513]
[ 48.90447083 116.51993103]
[ 49.39345245 116.56660309]
[ 49.78182373 116.577034  ]
[ 50.23898926 116.66551819]
[ 50.78298798 116.52183838]
[ 51.17499695 116.55048523]
[ 51.66359406 116.61217194]
[ 52.16301575 116.62361298]
[ 52.55732117 116.60752869]
[ 52.95566559 116.64598083]
[ 53.27861328 116.63560028]
[ 53.55791931 116.60250702]
[ 53.95033264 116.58131866]
[ 54.1689621  116.63959045]
[ 54.47869873 116.75281525]
[ 54.88314209 116.78197937]
[ 55.27514038 116.81017914]
[ 55.63502197 116.9029129 ]
[ 56.036026   116.92217407]
[ 56.4396637  116.94291534]
[ 56.86343231 116.9185379 ]
[ 57.24740906 116.90833435]
[ 57.6682785  116.93719788]
[ 58.05303192 116.929422  ]
[ 58.4062912  116.91642151]
[ 58.83577271 116.94083252]
[ 59.30071259 116.92502136]
[ 59.76096344 116.94027557]
[ 60.18095093 116.96538391]
[ 60.46734009 117.08355408]
[ 60.93665924 117.10813446]
[ 61.22327423 117.11182556]
[ 61.64425659 117.13791046]
[ 62.07557983 117.13809204]
[ 62.46676331 117.21980591]
[ 62.84556122 117.26595764]
[ 63.28513336 117.34375763]
[ 63.76192932 117.36401215]
[ 64.18457642 117.36970673]
[ 64.55322723 117.39366302]
[ 64.88247681 117.45578308]
[ 65.29522247 117.4706192 ]
[ 65.73193207 117.4954422 ]
[ 66.1480545  117.52125854]
[ 66.47393799 117.64491882]
[ 66.91856384 117.65915833]
[ 67.36049652 117.6636322 ]
[ 67.79325562 117.71020508]
[ 68.21132202 117.71982422]
[ 68.5949707 117.7249115]
[ 68.97183533 117.77535858]
[ 69.33018494 117.77869568]
[ 69.66199951 117.78595581]
[ 69.86972504 117.80800781]
[ 70.11543427 117.84906158]
[ 70.41394043 117.81681213]
[ 70.73904266 117.81922302]
[ 71.04667053 117.85856781]
[ 71.37153625 117.8767334 ]
[ 71.66133881 117.77891541]
[ 71.93377991 117.79477692]
[ 72.16734314 117.7514328 ]
[ 72.45631256 117.75453186]
[ 72.75995636 117.74608765]
[ 73.0379715  117.74811554]
[ 73.31786804 117.74867859]
[ 73.57529449 117.74833832]
[ 73.82246094 117.80005493]
[ 74.07350769 117.79752197]
[ 74.32613678 117.83499298]
[ 74.56421356 117.82767944]
[ 74.82666321 117.77109375]
[ 75.03569641 117.75877228]
[ 75.26212463 117.7458313 ]
[ 75.48256073 117.72911987]
[ 75.69356995 117.71035156]
[ 75.91329651 117.63667603]
[ 76.1306427  117.65995789]
[ 76.31534576 117.67648468]
[ 76.45558777 117.62877502]
[ 76.64377594 117.59294739]
[ 76.82656403 117.55579224]
[ 77.06703339 117.53940887]
[ 77.21867065 117.4966095 ]
[ 77.38688049 117.45493774]
[ 77.55021362 117.40122528]
[ 77.71217804 117.34728394]
[ 77.94971313 117.34265442]
[ 78.08688507 117.30772095]
[ 78.25298157 117.27590179]
[ 78.45185547 117.254216  ]
[ 78.59616089 117.18096771]
[ 78.77663574 117.15339813]
[ 78.89981995 117.07540436]
[ 79.05303802 117.03418884]
[ 79.18369751 116.94360352]
[ 79.32554932 116.84298859]
[ 79.47739258 116.82270203]
[ 79.58249969 116.73147278]
[ 79.72813568 116.7019989 ]
[ 79.78526306 116.56302948]
[ 79.88193512 116.46463165]
[ 79.9725174  116.36360931]
[ 79.97916107 116.24838562]
[ 80.09840698 116.12692413]
[ 80.26739502 116.02842255]
[ 80.34094086 115.95488129]
[ 80.41963501 115.84671631]
[ 80.48669357 115.72311554]
[ 80.56834946 115.59368896]
[ 80.64021301 115.47277985]
[ 80.65633926 115.30483856]
[ 80.66970291 115.17330627]
[ 80.72229462 114.99031982]
[ 80.78480606 114.85666962]
[ 80.84721603 114.71270142]
[ 80.85800323 114.53120117]
[ 80.88241806 114.36576538]
[ 80.93531876 114.2193924 ]
[ 80.88746338 114.00042725]
[ 80.93217316 113.84967499]
[ 80.94214172 113.64077148]
[ 80.95958099 113.48295441]
[ 81.01598587 113.33489227]
[ 81.04474487 113.15436707]
[ 81.19448776 113.04309692]
[ 81.29235535 112.91897888]
[ 81.26643295 112.70075684]
[ 81.30606918 112.53265839]
[ 81.41469345 112.44820557]
[ 81.45351562 112.25517731]
[ 81.48850632 112.07535095]
[ 81.51668167 111.91125031]
[ 81.47639542 111.69529572]
[ 81.51047745 111.55470581]
[ 81.54816055 111.38422089]
[ 81.58719177 111.13831482]
[ 81.60135117 110.90616302]
[ 81.6177803  110.72599487]
[ 81.58722458 110.46755829]
[ 81.73023682 110.21884308]
[ 81.8309082 110.024086 ]
[ 81.85982971 109.84075012]
[ 81.63201599 109.64705505]
[ 81.70976028 109.49906158]
[ 81.79798584 109.40256195]
[ 81.80741882 109.21716614]
[ 81.8403595  108.89908142]
[ 81.80517578 108.60946655]
[ 81.91970291 108.25124359]
[ 81.98373795 108.14436951]
[ 81.96243057 107.79438629]
[ 81.94827499 107.68512573]
[ 81.98830109 107.53096313]
[ 81.98649368 107.30481415]
[ 81.9808754  107.10597076]
[ 81.91824722 106.82393036]
[ 82.00702896 106.56379547]
[ 82.00667877 106.29710236]
[ 82.00172729 106.17376251]
[ 82.0436409  105.99936523]
[ 82.03832474 105.75642395]
[ 82.06025925 105.47949677]
[ 82.03162994 105.23347778]
[ 82.00994415 104.97043762]
[ 82.01355057 104.70567017]
[ 82.02152939 104.43024445]
[ 81.98763885 104.20198364]
[ 81.99731979 103.9618454 ]
[ 82.0127449  103.71447601]
[ 82.0211113  103.46769714]
[ 82.0142952  103.17856674]
[ 82.01630707 102.92961731]
[ 82.01501846 102.65815735]
[ 81.97220001 102.41576157]
[ 81.97642822 102.14752121]
[ 81.93726654 101.86852036]
[ 81.94829636 101.57770691]
[ 81.9279007  101.32491302]
[ 81.93641663 101.06945801]
[ 81.85422211 100.85455475]
[ 81.81040344 100.5664299 ]
[ 81.7677803  100.33061371]
[ 81.76874237 100.0781517 ]
[81.80669098 99.77493362]
[81.76467361 99.45480118]
[81.72373276 99.21075211]
[81.72925186 98.92612076]
[81.71392899 98.56741714]
[81.71590805 98.30125961]
[81.67696915 97.98349075]
[81.58649979 97.71019516]
[81.52403641 97.37069321]
[81.50585861 96.9856636 ]
[81.47376175 96.67209091]
[81.47479782 96.37660599]
[81.40472946 96.08779678]
[81.40979385 95.73018875]
[81.46088791 95.2783638 ]
[81.39468307 94.9185997 ]
[81.45108871 94.59567032]
[81.41305008 94.21901321]
[81.27402878 93.82121964]
[81.35613022 93.50698929]
[81.44752884 93.07470474]
[81.34149704 92.73633957]
[81.32322617 92.32136459]
[81.52594528 91.94593582]
[81.52314682 91.5267189 ]
[81.35877762 91.15249863]
[81.3751442  90.75091476]
[81.44402542 90.32722397]
[81.54350662 89.88647842]
[81.52194595 89.40262833]
[81.49345474 88.9777504 ]
[81.50271072 88.603228  ]
[81.55536728 88.12939529]
[81.54226303 87.77241898]
[81.52662277 87.33956223]
[81.43844681 86.88879013]
[81.41532059 86.46275406]
[81.3895668  86.01758652]
[81.43019028 85.62673721]
[81.44107742 85.23828506]
[81.49630661 84.82570877]
[81.48212967 84.4571846 ]
[81.49901657 84.04592514]
[81.48649673 83.59319611]
[81.41718826 83.09594345]
[81.40346603 82.74431686]
[81.37822495 82.32214737]
[81.372509   81.92037506]
[81.43667374 81.47681656]
[81.42435074 81.05674133]
[81.40135574 80.60438843]
[81.35039291 80.17636414]
[81.32951736 79.79221878]
[81.2724205  79.41382751]
[81.2817482  79.02680817]
[81.3354866  78.66961441]
[81.32956009 78.23347168]
[81.29392624 77.79406052]
[81.29094315 77.3579895 ]
[81.26610794 76.97615128]
[81.26293716 76.56054459]
[81.23162918 76.15118561]
[81.20966568 75.81448517]
[81.27077713 75.44749451]
[81.28671188 75.05002823]
[81.24863205 74.68127518]
[81.23084335 74.33640594]
[81.2208992  73.91223679]
[81.21449814 73.52744217]
[81.18806839 73.18711853]
[81.23605728 72.81307526]
[81.29805908 72.47671967]
[81.27790756 72.1521698 ]
[81.2506012  71.84003525]
[81.21412125 71.49286575]
[81.18186035 71.17188721]
[81.16687775 70.83867035]
[81.17630424 70.50265121]
[81.16167183 70.1713028 ]
[81.12231216 69.84089279]
[81.1200119  69.50265808]
[81.08697357 69.15854874]
[81.08941383 68.88646164]
[81.08050346 68.52668228]
[81.06329956 68.18737411]
[81.03794365 67.85262222]
[80.99031487 67.55739975]
[80.99730644 67.15868988]
[80.98082047 66.81549301]
[80.9767849  66.48873978]
[80.99738045 66.14728088]
[80.98046303 65.82397003]
[80.94862099 65.54104996]
[80.89947701 65.28144226]
[80.87253532 64.91704636]
[80.81796761 64.6713356 ]
[80.81374397 64.27467575]
[80.79607353 63.91829453]
[80.79574852 63.544767  ]
[80.75638237 63.2366745 ]
[80.7163784 62.9234848]
[80.75358925 62.54248276]
[80.72902031 62.13950577]
[80.70203133 61.74362564]
[80.67375832 61.34877701]
[80.62122307 61.01857681]
[80.60669289 60.59596481]
[80.50794029 60.19670639]
[80.47943459 59.77322464]
[80.42523842 59.32623062]
[80.3758625  58.89984207]
[80.36724892 58.4666893 ]
[80.33902473 58.0455574 ]
[80.42978859 57.57726059]
[80.38550606 57.20094681]
[80.35223579 56.72614975]
[80.33133583 56.30740585]
[80.27259407 55.90313492]
[80.3354908  55.41919785]
[80.3346302  55.06531448]
[80.21184883 54.68085403]
[80.21588478 54.23423996]
[80.26573067 53.75738907]
[80.23025856 53.37629166]
[80.3353672  52.95720139]
[80.24785042 52.5606514 ]
[80.40845375 52.16653976]
[80.32944984 51.74069138]
[80.29761391 51.33364792]
[80.21598549 50.90061111]
[80.10517921 50.46285324]
[80.02039986 50.03333054]
[80.08908424 49.63970108]
[80.02765541 49.18515701]
[80.09166298 48.79691086]
[80.00324135 48.36885147]
[79.92055855 47.94551926]
[79.95170021 47.5656456 ]
[79.86646156 47.17406845]
[79.81558723 46.76804581]
[79.76723366 46.40006638]
[79.93959694 46.0579628 ]
[79.88587379 45.65194702]
[79.87484627 45.28239441]
[79.81809578 44.84266281]
[79.82273293 44.51660843]
[79.79478493 44.14512863]
[79.76227913 43.79177628]
[79.73537941 43.42436142]
[79.62584724 43.07589188]
[79.60245857 42.7233345 ]
[79.62537727 42.38334122]
[79.68366127 42.05847702]
[79.69232216 41.68883896]
[79.64269295 41.33180161]
[79.6435688  40.99130783]
[79.62054329 40.63208847]
[79.59834328 40.27221909]
[79.54340248 40.00888748]
[79.52440681 39.6607338 ]
[79.52294502 39.32244034]
[79.56183357 38.96530533]
[79.53592415 38.65570755]
[79.51283913 38.31462021]
[79.56991158 38.03042221]
[79.54826851 37.69029465]
[79.52447548 37.36697006]
[79.46014137 37.04336777]
[79.37489662 36.76442184]
[79.2876133  36.43295212]
[79.21321449 36.11759109]
[79.19086494 35.76952591]
[79.13283577 35.4457756 ]
[79.16704903 35.08901443]
[79.22986946 34.72249374]
[79.15629463 34.42940445]
[79.13468666 34.08544846]
[79.30233498 33.71883774]
[79.16379433 33.44418411]
[79.28680763 33.11148148]
[79.20685005 32.78592606]
[79.18650246 32.43424911]
[79.16561317 32.08095016]
[79.14132881 31.73087082]
[79.10562325 31.33220749]
[79.01006966 31.01276016]
[79.14334908 30.62072372]
[78.95253487 30.40598984]
[78.95331001 30.02866745]
[78.92066994 29.71277847]
[78.69985085 29.53449326]
[78.68199348 29.14277115]
[78.64876289 28.82817612]
[78.6584446  28.49249496]
[78.67558937 28.19817276]
[78.68687172 27.80047989]
[78.7545414  27.40776138]
[78.78242378 27.06038284]
[78.75502663 26.67773514]
[78.83378944 26.32236252]
[78.71650581 26.02404251]
[78.60677223 25.71146622]
[78.69732552 25.43391342]
[78.66419411 25.0096962 ]
[78.66484108 24.73294907]
[78.74989357 24.4697876 ]
[78.76349983 24.14533768]
[78.80159645 23.8033226 ]
[78.92268867 23.43159409]
[78.79130745 23.09025574]
[78.74740486 22.78062363]
[78.85982552 22.381707  ]
[78.9383503  22.07600555]
[79.09270363 21.74877701]
[79.06114082 21.42673569]
[79.13669319 21.0757164 ]
[79.14835396 20.69277115]
[79.22955208 20.32661514]
[79.18848152 19.9119545 ]
[79.39130592 19.54727173]
[79.37577095 19.21835098]
[79.40185738 18.93556595]
[79.51266823 18.62117233]
[79.53447914 18.28821945]
[79.5231617  17.93111801]
[79.48372231 17.56323776]
[79.4431797  17.22865524]
[79.38214607 16.84693069]
[79.21403542 16.68648605]
[79.15647926 16.48529739]
[79.00665321 16.16235428]
[78.8639286  15.85324936]
[78.89281502 15.50675735]
[78.96433601 15.05321274]
[78.8852375  14.75915756]
[78.8143055  14.43542099]
[78.92571602 14.13356705]
[78.9330143 13.8284523]
[78.83381691 13.46682358]
[78.86060066 13.04581528]
[78.83790169 12.74185562]
[78.83995399 12.43347244]
[78.74659462 12.00219498]
[78.7756031  11.71877975]
[78.78346901 11.32645035]
[78.73944588 10.84848251]
[78.74130135 10.4925148 ]
[78.72657204 10.13526077]
[78.73409004  9.67507858]
[78.75854378  9.29964523]
[78.79376717  8.92525864]
[78.8242054   8.62199783]
[78.87683449  8.19117508]
[78.8812748   7.81409531]
[78.95765877  7.46869736]
[78.86990242  7.01570511]
[78.82276649  6.67725143]
[78.65115852  6.29718552]
[78.58084145  5.8947258 ]
[78.55736885  5.52091599]
[78.55872688  5.11339645]
[78.51778603  4.74903641]
[78.42528725  4.33433151]
[78.49315529  3.88511887]
[78.47763405  3.49746933]
[78.37901802  3.09281235]
[78.3367588   2.67465668]
[78.3224369   2.32208786]
[78.25732307  1.89973221]
[78.18062325  1.54957199]
[78.29080238  1.06895676]
[78.28164558  0.67898331]
[78.24901619  0.27774353]
[78.26320381 -0.12385941]
[78.23284035 -0.5057251 ]
[78.19184303 -0.86345901]
[78.20383797 -1.25671005]
[78.23763313 -1.64345322]
[78.30262184 -2.05868073]
[78.29342842 -2.45899277]
[78.31267433 -2.87257996]
[78.27086067 -3.26803665]
[78.24642372 -3.68436127]
[78.20580025 -4.07866745]
[78.18493996 -4.45921555]
[78.18914528 -4.84550476]
[78.16604805 -5.24042969]
[78.14577217 -5.61882172]
[78.13911018 -6.01427765]
[78.13276405 -6.39681015]
[78.12904854 -6.77113266]
[78.12737312 -7.15290756]
[78.13430061 -7.54048767]
[78.13355141 -7.93105164]
[78.09392738 -8.28479462]
[78.09151344 -8.6826004 ]
[78.17517128 -9.06539841]
[78.11326027 -9.52074127]
[78.17482948 -9.88403625]
[ 78.16153755 -10.22697906]
[ 78.15238228 -10.60579987]
[ 78.17322731 -10.97533417]
[ 78.17647591 -11.30350189]
[ 78.20975838 -11.67637482]
[ 78.21515236 -12.00719757]
[ 78.15987434 -12.4405014 ]
[ 78.13118324 -12.78389282]
[ 78.2168766  -13.16859894]
[ 78.28540382 -13.59684143]
[ 78.12330666 -13.97148743]
[ 77.94825172 -14.18165894]
[ 77.94856911 -14.58338928]
[ 77.85907631 -14.97252197]
[ 77.86595192 -15.34268188]
[ 77.88602791 -15.72737122]
[ 77.80389748 -16.08648834]
[ 77.86444435 -16.5353775 ]
[ 77.79354439 -16.98545074]
[ 77.7940876  -17.36023865]
[ 77.77516441 -17.76446991]
[ 77.88101997 -18.20504303]
[ 77.88211403 -18.59792328]
[ 77.89197044 -19.00325623]
[ 77.85243874 -19.39378357]
[ 77.90686684 -19.80121765]
[ 77.87271843 -20.19823303]
[ 77.89650688 -20.59922638]
[ 77.9070652  -21.00891113]
[ 77.90548592 -21.42312012]
[ 77.82119102 -21.75484924]
[ 77.91479301 -22.20001373]
[ 77.89378548 -22.53379669]
[ 77.90547523 -22.89693604]
[ 77.88750496 -23.25695343]
[ 77.89338646 -23.64395142]
[ 77.90218315 -24.0287796 ]
[ 77.9445034  -24.44577179]
[ 78.06018105 -24.80083313]
[ 78.07734566 -25.13241882]
[ 78.07320061 -25.49969482]
[ 78.08192558 -25.88978424]
[ 78.10546608 -26.20522461]
[ 78.04763222 -26.61413727]
[ 78.05985069 -26.99189301]
[ 78.04937096 -27.30090637]
[ 78.22771416 -27.71406708]
[ 78.24886665 -28.10344849]
[ 78.2033947  -28.50714417]
[ 77.99216576 -28.88656464]
[ 78.05142097 -29.1853302 ]
[ 78.05211754 -29.50723419]
[ 78.05531502 -29.85505676]
[ 78.05233192 -30.26990051]
[ 78.14931221 -30.66911087]
[ 78.12267036 -30.96876144]
[ 78.08412132 -31.3156189 ]
[ 78.09052773 -31.64170609]
[ 78.12361107 -32.05864182]
[ 78.11531029 -32.44646301]
[ 78.11383781 -32.81030045]
[ 78.14871788 -33.191362  ]
[ 78.14712105 -33.53440018]
[ 78.11401176 -33.92361755]
[ 78.1371685  -34.28257141]
[ 78.18055992 -34.70156937]
[ 78.13701286 -35.07168198]
[ 78.09879112 -35.51199875]
[ 77.98462181 -35.91601562]
[ 77.92966347 -36.21407013]
[ 77.83541069 -36.50888824]
[ 77.85561638 -36.79488754]
[ 77.85514488 -37.12223434]
[ 77.85947304 -37.48446732]
[ 77.87836571 -37.73931732]
[ 77.88128777 -38.06136246]
[ 77.88111687 -38.37410889]
[ 77.86615562 -38.72836609]
[ 77.85167427 -39.06834793]
[ 77.87805061 -39.45060349]
[ 77.8709713  -39.80866089]
[ 77.79585762 -40.14497528]
[ 77.78772545 -40.50177078]
[ 77.78023033 -40.84043655]
[ 77.77795219 -41.19314194]
[ 77.77074242 -41.56992264]
[ 77.78671684 -41.94082336]
[ 77.84996452 -42.26702805]
[ 77.81432915 -42.64247131]
[ 77.90394707 -42.87874451]
[ 77.9177227 -43.1971817]
[ 77.96152    -43.57396851]
[ 77.92638817 -43.95540466]
[ 77.9239254 -44.3033577]
[ 77.94781761 -44.62232513]
[ 77.94188499 -44.94197311]
[ 77.93237724 -45.28760834]
[ 77.92145195 -45.67486191]
[ 78.08989067 -46.06320419]
[ 78.17709618 -46.34159317]
[ 78.13575554 -46.75806732]
[ 78.14630241 -47.1420105 ]
[ 78.06122551 -47.46841583]
[ 78.12884941 -47.87756805]
[ 78.01532555 -48.15727997]
[ 78.1783886  -48.48827972]
[ 78.17027245 -48.85691071]
[ 78.16031914 -49.2285965 ]
[ 78.17896385 -49.49932251]
[ 78.14442558 -49.90963745]
[ 78.08770714 -50.26640015]
[ 78.05940208 -50.62402802]
[ 78.03163872 -50.94814453]
[ 78.06036949 -51.26348267]
[ 78.13379021 -51.64486694]
[ 78.12994194 -51.96503296]
[ 78.22521782 -52.33040009]
[ 78.30046501 -52.64667511]
[ 78.38821831 -52.92394867]
[ 78.38903465 -53.26565552]
[ 78.37558861 -53.67563934]
[ 78.37731285 -54.01592407]
[ 78.37501945 -54.37017212]
[ 78.34538841 -54.74554749]
[ 78.34936638 -55.11022034]
[ 78.26231804 -55.46282806]
[ 78.2228054  -55.82080536]
[ 78.31969261 -56.09097748]
[ 78.34145317 -56.45165863]
[ 78.35872612 -56.81155548]
[ 78.25111656 -57.1413269 ]
[ 78.36118736 -57.44521332]
[ 78.46313744 -57.65823212]
[ 78.46418877 -58.01940002]
[ 78.62073021 -58.33534851]
[ 78.37020226 -58.71881256]
[ 78.53845634 -59.00085449]
[ 78.53572502 -59.34830627]
[ 78.54066429 -59.66528778]
[ 78.63407555 -60.02322998]
[ 78.59608879 -60.39404144]
[ 78.50496788 -60.7233429 ]
[ 78.40710716 -61.03472137]
[ 78.41065941 -61.37732239]
[ 78.41890373 -61.76351471]
[ 78.17338982 -62.09680786]
[ 78.44152184 -62.4507843 ]
[ 78.47300224 -62.75906067]
[ 78.45250664 -63.09089508]
[ 78.46821556 -63.47525024]
[ 78.49196892 -63.79718323]
[ 78.51266899 -64.11898193]
[ 78.61933403 -64.47133179]
[ 78.69892998 -64.75377655]
[ 78.67793694 -65.07754669]
[ 78.64773369 -65.39991913]
[ 78.71184349 -65.72358856]
[ 78.74891319 -65.9915802 ]
[ 78.68239861 -66.27219086]
[ 78.82849998 -66.56724396]
[ 78.81588097 -66.87548828]
[ 78.80336876 -67.13682404]
[ 78.48457298 -67.4006134 ]
[ 78.33020287 -67.69800415]
[ 78.33362083 -68.01119995]
[ 78.31269951 -68.33113556]
[ 78.27650108 -68.64225464]
[ 78.15342979 -68.94942627]
[ 78.14556847 -69.24684601]
[ 78.11588402 -69.49347229]
[ 78.10271416 -69.80133209]
[ 78.15788994 -70.09173584]
[ 78.10194206 -70.40004578]
[ 78.16211357 -70.68090057]
[ 78.1257885  -70.92215424]
[ 77.94292564 -71.11617432]
[ 77.97558403 -71.37614136]
[ 77.99495049 -71.62245636]
[ 77.91870384 -71.84253845]
[ 77.72472343 -72.0608429 ]
[ 77.82021904 -72.35537262]
[ 77.81455956 -72.53899689]
[ 77.39283104 -72.70680695]
[ 77.53799553 -72.95851288]
[ 77.43270683 -73.1745285 ]
[ 77.52480583 -73.37992706]
[ 77.55129051 -73.59158325]
[ 77.46497917 -73.80064545]
[ 77.62104607 -74.00283356]
[ 77.78695946 -74.14243774]
[ 77.75585289 -74.34989777]
[ 77.70583305 -74.53702087]
[ 77.71129417 -74.71378174]
[ 77.67989159 -74.90478668]
[ 77.71410484 -75.08177719]
[ 77.60139427 -75.26474838]
[ 77.69052696 -75.3656662 ]
[ 77.46872673 -75.47296143]
[ 77.43923759 -75.61388092]
[ 77.7064373  -75.80439682]
[ 77.66763268 -75.95001526]
[ 77.46972771 -76.04626465]
[ 77.47168846 -76.16163635]
[ 77.49041405 -76.29688492]
[ 77.63680382 -76.36394196]
[ 77.6596859  -76.46093674]
[ 77.58657494 -76.57156067]
[ 77.5160183  -76.59869308]
[ 77.50585289 -76.66308975]
[ 77.42916069 -76.76340027]
[ 77.32926445 -76.84852676]
[ 77.28604851 -76.97869492]
[ 77.27312431 -77.05408707]
[ 77.12499352 -77.1433548 ]
[ 77.02808342 -77.22037964]
[ 76.97654991 -77.24897461]
[ 76.87157402 -77.3171875 ]
[ 76.73551598 -77.35566483]
[ 76.81189842 -77.36755753]
[ 76.63397942 -77.35936813]
[ 76.58502922 -77.39592285]
[ 76.47218895 -77.33863602]
[ 76.24937248 -77.3794075 ]
[ 76.11128502 -77.42109299]
[ 75.9052166  -77.47759399]
[ 75.71214714 -77.49731445]
[ 75.68364525 -77.48434677]
[ 75.45879936 -77.51749954]
[ 75.38021202 -77.66509018]
[ 75.17253685 -77.68473892]
[ 74.95935173 -77.69584198]
[ 74.80318413 -77.71494064]
[ 74.70140953 -77.71905975]
[ 74.4701458  -77.71538162]
[ 74.3043148  -77.73888702]
[ 74.07033653 -77.76031418]
[ 73.97720604 -77.79481354]
[ 73.69430504 -77.84189911]
[ 73.61137199 -77.73696213]
[ 73.48755608 -77.68643036]
[ 73.32090569 -77.69043961]
[ 72.98917198 -77.64935226]
[ 72.79879265 -77.65817719]
[ 72.61424065 -77.7115242 ]
[ 72.40260887 -77.71498489]
[ 72.10685387 -77.66617889]
[ 71.90549736 -77.67672348]
[ 71.64394493 -77.69690781]
[ 71.48737602 -77.69143906]
[ 71.24717064 -77.72701187]
[ 70.96071739 -77.79800644]
[ 70.87355614 -77.74335632]
[ 70.65270042 -77.746772  ]
[ 70.42662315 -77.6651123 ]
[ 70.21650352 -77.70887833]
[ 70.01820946 -77.64705429]
[ 70.01617088 -77.61786575]
[ 69.72979393 -77.62031937]
[ 69.5882946  -77.60871811]
[ 69.40750084 -77.62073288]
[ 69.15823326 -77.62099609]
[ 68.91254539 -77.62840271]
[ 68.88538322 -77.60722122]
[ 68.70511589 -77.60343094]
[ 68.57278709 -77.5626709 ]
[ 68.41777    -77.61207733]
[ 68.13407249 -77.6097435 ]
[ 68.00382805 -77.63959122]
[ 67.69129753 -77.58153381]
[ 67.43068047 -77.57449951]
[ 67.14679527 -77.6324852 ]
[ 66.71357384 -77.62022324]
[ 66.6008419  -77.62337036]
[ 66.21677361 -77.66075745]
[ 65.83923759 -77.73329239]
[ 65.49673119 -77.73267899]
[ 65.26724052 -77.69333191]
[ 64.93988762 -77.66097107]
[ 64.54440575 -77.48846588]
[ 64.27112541 -77.54409256]
[ 63.95202293 -77.43946075]
[ 63.79379997 -77.43334732]
[ 63.46737328 -77.51521149]
[ 63.14429131 -77.46070023]
[ 62.68765221 -77.43279114]
[ 62.39723015 -77.43342743]
[ 62.00921593 -77.45957031]
[ 61.81658592 -77.39749374]
[ 61.54421196 -77.33185883]
[ 61.20658073 -77.2039505 ]
[ 60.77705345 -77.32924576]
[ 60.37613945 -77.3083374 ]
[ 60.04590111 -77.30542679]
[ 59.59290581 -77.27415695]
[ 59.29343529 -77.16349106]
[ 58.961166  -77.2481308]
[ 58.72249413 -77.16525192]
[ 58.45003166 -77.16648865]
[ 58.11465416 -77.17072067]
[ 58.07190971 -77.17774582]
[ 57.75380211 -77.28035126]
[ 57.52539787 -77.33557434]
[ 57.07149467 -77.36777191]
[ 56.63375359 -77.36116714]
[ 56.28455009 -77.3609642 ]
[ 55.94080467 -77.35982361]
[ 55.5162075  -77.36504745]
[ 55.16812096 -77.36755371]
[ 54.84781151 -77.3680481 ]
[ 54.48477135 -77.27761765]
[ 54.09989586 -77.31264191]
[ 53.79493065 -77.2684433 ]
[ 53.34049339 -77.38399277]
[ 53.04266624 -77.44573746]
[ 52.70510521 -77.44444733]
[ 52.34905968 -77.39507065]
[ 51.99991112 -77.39354553]
[ 51.62073326 -77.38995209]
[ 51.3552639  -77.30545654]
[ 51.06331749 -77.30769196]
[ 50.7726284 -77.2398407]
[ 50.5314724  -77.18428192]
[ 50.18140526 -77.17784424]
[ 49.83596764 -77.12403564]
[ 49.59697533 -77.14520569]
[ 49.24933128 -77.14395294]
[ 48.90235863 -77.18692322]
[ 48.62533226 -77.18338165]
[ 48.32170677 -77.13678436]
[ 48.01080589 -77.18266907]
[ 47.66283531 -77.14719696]
[ 47.30379906 -77.14110718]
[ 46.9933712  -77.13847046]
[ 46.62892113 -77.17619324]
[ 46.29435997 -77.19489288]
[ 45.93838463 -77.18867493]
[ 45.60410728 -77.18578949]
[ 45.36409569 -77.27230072]
[ 45.03310204 -77.28308411]
[ 44.73336906 -77.27765045]
[ 44.45259361 -77.27645416]
[ 44.20588036 -77.24297028]
[ 44.05406761 -77.37737122]
[ 43.65273247 -77.34223022]
[ 43.30386772 -77.33845444]
[ 43.06778069 -77.49664383]
[ 42.71045036 -77.53142319]
[ 42.34862175 -77.55892639]
[ 42.03957329 -77.48440933]
[ 41.68119011 -77.4771965 ]
[ 41.36141777 -77.5083168 ]
[ 41.04017448 -77.47251968]
[ 40.63984184 -77.48188019]
[ 40.27581596 -77.47296066]
[ 39.92355461 -77.4991066 ]
[ 39.5037426  -77.53570251]
[ 39.07025871 -77.5991745 ]
[ 38.74786491 -77.524086  ]
[ 38.28500481 -77.48290558]
