x,y,z
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0012802131241187453, 0.017567837610840797, 0.0011152562219649553
0.0011559926206246018, 0.02025553584098816, 0.0009862043661996722
0.0010372669203206897, 0.0230417400598526, 0.0009370675543323159
0.00113707035779953, 0.026059851050376892, 0.0010736698750406504
0.0009759967215359211, 0.029085444286465645, 0.0009975596331059933
0.0009399451082572341, 0.032345499843358994, 0.001050435472279787
0.0007657535024918616, 0.03576947748661041, 0.0011051438050344586
0.0006409113411791623, 0.03923983871936798, 0.001151815988123417
0.0004951414302922785, 0.042743466794490814, 0.001212398987263441
0.00025393645046278834, 0.04663001373410225, 0.0012362840352579951
-6.138738535810262e-05, 0.05068458989262581, 0.001389776007272303
-0.00025438182638026774, 0.05480479821562767, 0.0015410948544740677
-0.0005329905543476343, 0.05910905823111534, 0.0018141804030165076
-0.0008504547295160592, 0.06347483396530151, 0.001985943876206875
-0.0009921055752784014, 0.06795634329319, 0.0022450245451182127
-0.0013964464887976646, 0.07248508185148239, 0.002351478673517704
-0.0016388192307204008, 0.07720723748207092, 0.002440335229039192
-0.001877844799309969, 0.08192068338394165, 0.002529521007090807
-0.0019786616321653128, 0.08682204782962799, 0.002669694134965539
-0.0022272244095802307, 0.09190678596496582, 0.0027381533291190863
-0.0024451662320643663, 0.09708759188652039, 0.002967284992337227
-0.0027112008538097143, 0.10216006636619568, 0.003160949097946286
-0.0029440834186971188, 0.10736729949712753, 0.0034444029442965984
-0.003215374890714884, 0.1126534566283226, 0.0035374900326132774
-0.0034991251304745674, 0.11787547916173935, 0.003548071254044771
-0.0037032016552984715, 0.12328597158193588, 0.0035982585977762938
-0.004117992706596851, 0.12856481969356537, 0.003661610186100006
-0.0043096886947751045, 0.1340150088071823, 0.003912411164492369
-0.004741604905575514, 0.13937218487262726, 0.004145038779824972
-0.00502560380846262, 0.14461944997310638, 0.004308474250137806
-0.005439858417958021, 0.150206059217453, 0.004503529518842697
-0.005894827656447887, 0.15580636262893677, 0.004526001401245594
-0.006205617915838957, 0.16157707571983337, 0.0047443099319934845
-0.006635646335780621, 0.16744111478328705, 0.004903373774141073
-0.007024651393294334, 0.17338837683200836, 0.005146548617631197
-0.0073721641674637794, 0.17943084239959717, 0.005410678219050169
-0.007791946176439524, 0.18543526530265808, 0.005732674151659012
-0.008227015845477581, 0.19171932339668274, 0.006044416222721338
-0.008690507151186466, 0.1978292167186737, 0.006156051531434059
-0.009022742509841919, 0.2041805237531662, 0.006508251186460257
-0.009501361288130283, 0.21054607629776, 0.006714783143252134
-0.009831876493990421, 0.2170606106519699, 0.00698477728292346
-0.010109946131706238, 0.22370801866054535, 0.00734023516997695
-0.010487575083971024, 0.23026151955127716, 0.0074989390559494495
-0.01080232858657837, 0.237064927816391, 0.00777837447822094
-0.01125551387667656, 0.2438851147890091, 0.007904641330242157
-0.011475855484604836, 0.25111985206604004, 0.008146734908223152
-0.011851252056658268, 0.2586335837841034, 0.008121997117996216
-0.012195824645459652, 0.2664583921432495, 0.008147177286446095
-0.01251764502376318, 0.27509623765945435, 0.008255787193775177
-0.012808263301849365, 0.2839871048927307, 0.008194703608751297
-0.013250316493213177, 0.2936629354953766, 0.008360074833035469
-0.013678562827408314, 0.30388206243515015, 0.008458764292299747
-0.013743611052632332, 0.31423333287239075, 0.008331254124641418
-0.01415477879345417, 0.32535162568092346, 0.00837165117263794
-0.014715373516082764, 0.336683452129364, 0.008107318542897701
-0.014986598864197731, 0.34849777817726135, 0.007887941785156727
-0.015218997374176979, 0.3607444167137146, 0.008138062432408333
-0.015483785420656204, 0.37338632345199585, 0.0077788326889276505
-0.01615462265908718, 0.3862012028694153, 0.0076785278506577015
-0.01616065576672554, 0.39956268668174744, 0.007654761429876089
-0.01656113751232624, 0.41288936138153076, 0.007002402096986771
-0.016870031133294106, 0.4269661605358124, 0.0072154700756073
-0.01759674958884716, 0.44162455201148987, 0.0071432641707360744
-0.017806993797421455, 0.45582103729248047, 0.006888438947498798
-0.018351230770349503, 0.4707263112068176, 0.006546849384903908
-0.018646642565727234, 0.48630571365356445, 0.006960186176002026
-0.019155113026499748, 0.5018407106399536, 0.006775906775146723
-0.01972159743309021, 0.5178383588790894, 0.006931005511432886
-0.020711682736873627, 0.5334437489509583, 0.006272140424698591
-0.02077755331993103, 0.5493385195732117, 0.006336364429444075
-0.021486947312951088, 0.5656752586364746, 0.0059261019341647625
-0.02249956876039505, 0.5822261571884155, 0.006377263460308313
-0.02317401021718979, 0.5990774035453796, 0.007153031416237354
-0.023763887584209442, 0.6147143840789795, 0.006046395283192396
-0.025282839313149452, 0.631781280040741, 0.007036527153104544
-0.02541128173470497, 0.6483113169670105, 0.006915056612342596
-0.027031496167182922, 0.6651825308799744, 0.006808918435126543
-0.027627969160676003, 0.682322084903717, 0.007595887873321772
-0.0285024531185627, 0.6996414661407471, 0.008112657815217972
-0.02953227050602436, 0.7167680263519287, 0.008259356953203678
-0.029952649027109146, 0.7338922619819641, 0.008203333243727684
-0.03151720017194748, 0.7513720989227295, 0.008312663994729519
-0.032023340463638306, 0.768756091594696, 0.008487961255013943
-0.03255320340394974, 0.7858354449272156, 0.008395903743803501
-0.03362143784761429, 0.8032677173614502, 0.008618339896202087
-0.03433820232748985, 0.8204787373542786, 0.008613045327365398
-0.035085685551166534, 0.8376597166061401, 0.008463112637400627
-0.03567464277148247, 0.8548747897148132, 0.008197002112865448
-0.036009933799505234, 0.8725524544715881, 0.009514500387012959
-0.03709813207387924, 0.8888487815856934, 0.007373879663646221
-0.03738870099186897, 0.9059105515480042, 0.006816742476075888
-0.037905335426330566, 0.9235295653343201, 0.007633413653820753
-0.03904781863093376, 0.9407873153686523, 0.007725698407739401
-0.039652734994888306, 0.9579267501831055, 0.0070262448862195015
-0.04019102826714516, 0.9753652215003967, 0.007222421932965517
-0.03976605087518692, 0.9918936491012573, 0.006122052203863859
-0.04128662496805191, 1.0093762874603271, 0.0057993666268885136
-0.04231489449739456, 1.0270081758499146, 0.006359991617500782
-0.04143539443612099, 1.0436789989471436, 0.005233886186033487
-0.04278574883937836, 1.06074059009552, 0.0045562139712274075
-0.04337596148252487, 1.0783991813659668, 0.004866357892751694
-0.04369097575545311, 1.0957101583480835, 0.0046475352719426155
-0.043976977467536926, 1.1129323244094849, 0.0039820242673158646
-0.044686902314424515, 1.130819320678711, 0.005258331075310707
-0.04538043588399887, 1.1482021808624268, 0.004813298583030701
-0.04592912271618843, 1.1655107736587524, 0.004932279232889414
-0.04710311070084572, 1.1824636459350586, 0.004450266249477863
-0.048112425953149796, 1.1996216773986816, 0.00584922032430768
-0.04813752695918083, 1.2158786058425903, 0.005499793216586113
-0.049878377467393875, 1.232113003730774, 0.006255189422518015
-0.05031469091773033, 1.2475345134735107, 0.0061002024449408054
-0.05045721307396889, 1.2626299858093262, 0.006108414381742477
-0.05171727016568184, 1.2770347595214844, 0.006161805707961321
-0.05153264105319977, 1.2911019325256348, 0.005578759126365185
-0.05256034433841705, 1.3049989938735962, 0.005791536532342434
-0.052744701504707336, 1.3186038732528687, 0.006223962176591158
-0.05370931699872017, 1.3317745923995972, 0.0060095228254795074
-0.05391863361001015, 1.3446885347366333, 0.0064634475857019424
